Sample_ID,Raw_Offset_mV,Chopped_Offset_uV,Chopped_RRL_Offset_uV
1,0.35079713003456314,11.114130570379697,0.3918195222440806
2,-0.09764714724363657,22.912999685641566,0.2588974312155753
3,0.45742058877244574,-16.782810885829694,0.016696503577648757
4,1.0756176351045226,6.75563084028685,-0.18114229775756072
5,-0.16536740767883126,-7.807710829461923,0.1955025278118052
6,-0.16535581286515347,-5.845504605176353,0.1101759079180899
7,1.1152960309976656,-7.10872709086643,0.2506541016077651
8,0.5419895906803459,-10.367889236157792,0.17784810447095148
9,-0.3315594416070439,0.5822595353379239,0.2938747602894139
10,0.3831751219641205,-9.971401396932453,-0.14986585923695905
11,-0.327281990376816,3.245481909358066,0.36887033837761124
12,-0.3289148495844367,-0.6028573133896434,0.055327889313871906
13,0.17088232724483873,-2.8673765623969167,0.5810730443350743
14,-1.3512262831830453,-10.890763944499174,-0.19297258906507903
15,-1.21819807533716,-6.921255966819993,0.48606986488626985
16,-0.3971073711432945,9.064694709909073,0.055415019369541386
17,-0.7152972148449581,6.011006251492569,-0.18239704101204557
18,0.22193259790796824,-11.730662937582613,-0.13548803353521005
19,-0.6412787672026027,1.1919876651507104,-0.08969724629440966
20,-0.9974189021233857,9.016645480461468,0.11876646499253661
21,1.035093078502929,-20.03286337345646,0.1463939366499399
22,-0.159451221110478,6.520322308559221,-0.16063600110280213
23,0.04769081021207487,-7.951485107350161,-0.006819285833075196
24,-1.0062076381671525,6.8471840231179115,0.5998357004113218
25,-0.3844623638084895,-9.159109878510202,0.4837120876281992
26,0.07833746208021267,-21.658585207974227,0.122170627508729
27,-0.8128724361893265,-19.530509254597952,0.010640973887096082
28,0.26533124896152094,0.5770193599365839,0.033608771481113166
29,-0.42419231933274887,3.116670020657782,0.17178503236451667
30,-0.20600445881433835,-10.851799501252902,-0.2863819182555536
31,-0.42494652389765697,7.663109505328487,-0.07206543047853664
32,1.308144467421029,-19.938240747227518,-0.4672035406857251
33,-0.009532218224093277,-0.7929575837677989,0.1117824743294782
34,-0.7469929254774643,-14.53219439714948,0.18121486311676752
35,0.5809103540558981,-7.8220332936259105,-0.13529220944382472
36,-0.8622030317325599,0.5687840557969682,0.44071629372120924
37,0.1475068693980069,-10.32496038340743,-0.3432143856406556
38,-1.3839884591650768,-4.614666530757904,-0.4100249664587497
39,-0.9380120362605794,12.075513710573286,0.06284650919679217
40,0.139030378215102,-6.9227024342777845,0.2931875247314033
41,0.5215312576023396,10.028305344781701,0.4714997536082033
42,0.12102635058002507,-13.556482255891417,-0.12848759360330322
43,-0.08167491364858304,6.357650134983393,0.3020306333607628
44,-0.21265009586536712,17.298823447894804,-0.01078237146019802
45,-1.0441846034980096,-29.65973400152747,-0.0483356439834295
46,-0.5083794791149334,-9.562743065645721,0.2474247824962683
47,-0.3253194173263022,6.92486552616648,0.18265040595575752
48,0.7465771627509027,-2.436544632515912,-0.44138980395558985
49,0.24267540813413432,4.453750480455706,0.41343129792325084
50,-1.2451214101462325,-7.247822240589847,0.38642557916128645
51,0.22887957926041289,1.039077449674799,-0.17515755642266825
52,-0.27195874725589686,-1.8681268247049538,0.11082498936247454
53,-0.47806629532300854,14.013384739917688,0.1383284521591669
54,0.43198746267798926,3.053050119614557,0.072988654430694
55,0.7281283840333935,4.051231944902426,-0.15408544307671765
56,0.6577030089916138,-4.942523593469609,-0.18805454302265445
57,-0.5926851426247935,-5.851274688869923,-0.007155139877604679
58,-0.21837673310130504,-5.190698253835451,0.32836412539262216
59,0.23394996965013745,4.733425708539562,0.15220804328644108
60,0.6889645256514118,-5.0518137698431556,-0.10377201298410968
61,-0.33840982062539626,3.477298282756955,0.21607563898153653
62,-0.13111894594504972,24.904809583745266,-0.7975919337764212
63,-0.7813329485085183,10.453496441180308,0.321654396104189
64,-0.8448034913278251,-3.912282386014094,-0.48711985805786795
65,0.5738345179957297,14.414567065967338,-0.10148346359287701
66,0.9578247504654447,-4.896904476258617,-0.3135075704953203
67,-0.05085609868509188,-24.457494422134246,-0.36251081320185363
68,0.7087304807838432,-12.097035731008848,0.32503150046598545
69,0.25540017117440306,-22.44950305231027,-0.1309563363673296
70,-0.4556064228734823,-4.218161808495704,0.09702108688460043
71,0.2552303783793892,0.2210205502746204,-0.013137762086171541
72,1.086215905332326,20.11724774730339,0.13357143162247404
73,-0.025301617890466695,3.9231284851699515,0.0215101294968715
74,1.105006774336724,-2.629206345706371,-0.35923782277279953
75,-1.8501567921218425,9.95286697420187,0.27895470944519923
76,0.5804566629623062,-26.533623708094623,-0.1382518432851675
77,0.061475723070815544,2.8273746973027913,-0.4358429316247303
78,-0.21116958268006733,9.250382326643603,-0.11987224507045552
79,0.06480471084476863,-17.743034949358098,0.42021274137760706
